0	-1	BostonBernie
1	7.062506008660637	Ablution
2	7.694370565658548	AllTheThingsYouAre
3	7.694370565658548	PrinceAlbert
4	17.066830857939614	Tiffany
5	17.76328651048831	EternalTriangleX4
6	17.88360410624384	SpiritSamba
7	17.923446041836275	AutumnIn3
8	17.95333656817648	Panonica
9	18.254078800220842	EternalTriangle
10	18.421602909876995	QuietNow
11	18.501654489980886	Santurce
12	18.571824425580136	Father
13	18.592054210105914	UpJumpedSpring
14	19.103914690068923	HeyThere
15	19.19455177971855	YoungOne
16	19.655098479868315	ArentYouGladYoureYou
17	19.72177885819046	IllKeepLovingYou
18	19.72521168902572	StarCrossedLovers
19	19.73897698431719	StraightStreet
20	19.92907302466653	TimesMirror
21	19.94720681607034	DreamDancing
22	20.302860780796756	AlwaysAndForever
23	20.307542966351665	Traces
24	20.473728630539107	SomethingFromEveryone
25	20.499090450899317	ThemeForErnie
26	20.506180372266982	Endlessly
27	20.543459034217218	FallingGrace
28	20.555096521209883	Stablemates
29	20.561418481511662	26-2
30	20.705914716332444	Unforgettable
31	20.759402069616595	LittleDancer
32	20.80793343465455	MyOneBadHabit
33	20.817042077550546	Duke
34	20.827926281187302	Chimes
35	20.932188250358386	ExpressoBongo
36	20.988713324154833	SongForSisyphus
37	21.08435355060023	Swing42-CB
38	21.113112371807905	NobodyElseButMe
39	21.153991190178886	ImAllSmiles
40	21.159797243616705	BrothersGoToMothers
41	21.206890563845928	Regina
42	21.24273603102857	ANightingaleSangInBerkeleySquare
43	21.261677058772722	FromTheHeart
44	21.35998184606751	BrandenburgGate
45	21.36684620795421	BackstageSally
46	21.36933701786566	BeyondTheSea
47	21.373293211307278	MoonlightInVermont-CB
48	21.383766690958247	ConAlma
49	21.42957300369887	YesterdayIHeardTheRain
50	21.50291551855874	LoversRainDance
51	21.64244012854475	MoonlightInVermont
52	21.655827417271134	Emily
53	21.665509871310537	No251
54	21.78733247164161	NowHeBeatsTheDrum
55	21.801013259792903	HouseOfJade
56	21.811184522174823	AllAcrossTheCity
57	21.82985651073779	Tivoli
58	21.86785957046147	IKeepGoingBackToJoes
59	21.95853293856879	BecauseILoveYou
60	22.02585103261633	IRememberClifford
61	22.071782650115797	FaceILove
62	22.09881916899088	BrightBoy
63	22.169198921477882	Outlaw
64	22.17018258336311	PreludeToAKiss
65	22.18122658105225	AlongCameBetty
66	22.20644856955795	Wave
67	22.233130002391743	WaltzForDebbie
68	22.239712283024495	MyFoolishHeart
69	22.25630531087209	MyRomance
70	22.260619033795834	WhenIWasYoung
71	22.29590994685705	DontAskWhy
72	22.305537894983804	Saudade
73	22.311323268600177	Cute
74	22.389109822252824	YesterdayIsGone
75	22.441704590192934	BudPowell
76	22.44777619511631	JapaneseWaltz
77	22.50531880921456	DianesMelody
78	22.531620977017678	ItsAMostUnusualDay
79	22.55236167368473	PolkadotsAndMoonbeams
80	22.59366508008897	Zoom
81	22.65831620010356	SleepyTimeDownSouth
82	22.75869234123394	LittleBoyLost
83	22.8108107428748	MonksMood
